"","AS_home_advan","AS_tournie_level","AS_left_hand_advan","AS_age","AS_fatigue","AS_rank_points","AS_serve.returnpt","AS_return.servept","AS_serve.returng","AS_return.serveg","AS_serve.returnpt_os","AS_return.servept_os","AS_serve.returng_os","AS_return.serveg_os","AS_serve.returnpt_hth","AS_return.servept_hth","AS_serve.returng_hth","AS_return.serveg_hth","AS_serve.returnpt_hth_os","AS_return.servept_hth_os","AS_serve.returng_hth_os","AS_return.serveg_hth_os","AS_serve.returnpt_co","AS_return.servept_co","AS_serve.returng_co","AS_return.serveg_co","AS_serve.returnpt_co_os","AS_return.servept_co_os","AS_serve.returng_co_os","AS_return.serveg_co_os","AS_matchw","AS_matchw_os","AS_hth_matchw","AS_hth_matchw_os","AS_matchw_co","AS_matchw_co_os","AS_tbw","AS_win_lose_binary","surface.LR.","AS_rank","V41"
"6566",1,1,0,-9.12525667,0,315,0.707805137649616,0.348029311226738,0.914830466531238,0.224381131101581,0.720965824599831,0.368528009726253,0.937204495782779,0.253907317776045,0,0,0,0,0,0,0,0,0.712354331443876,0.34543582151745,0.924927886340943,0.214025083473828,0.769911273339701,0.357199086658322,0.986316503255424,0.229417213661542,0.527625916031572,0.638297872525124,0,0,0.527841094412954,0.666666666666667,0.507886435325279,0,"Clay",1,3.99
"6567",0,1,-1,-8.27926078,0,-256,0.631304388104621,0.350667078580968,0.769051447738165,0.193269056608875,0.592364858250816,0.418143100438331,0.717173861947522,0.27546576042536,0,0,0,0,0,0,0,0,0.626806070747952,0.350374373059456,0.770484677288576,0.188131896725897,0,0,0,0,0.445910289705307,0,0,0,0.5,0,0.454545454826446,1,"Clay",-28,2.36
"6570",0,1,0,-10.67488022,0,1480,0.652117478959095,0.361816290146473,0.804068729996871,0.218058815956317,0.648354028500524,0.366409130796033,0.825320100459559,0.223435734261482,0,0,0,0,0,0,0,0,0.651524404736161,0.372297725876567,0.817251322240019,0.23395282433509,0.644271445957468,0.343657884561715,0.915180511383564,0.184049080021579,0.559588626699325,0.567567567672754,0,0,0.604278075260259,0,0.488920657822406,0,"Clay",33,4.45
"6571",0,1,0,0.971937029999999,0,2072,0.650002076355134,0.366333109230918,0.801022450566661,0.22700103671143,0.634565810737656,0.356684165778208,0.780363574659021,0.216628501573124,0.761702127238298,0.458098133,0.944444444055555,0.409722222,0.723404255,0.469387755,0.888888889,0.444444444,0.648494727029505,0.368759080591521,0.821929833333505,0.231930562967315,0.690031387058554,0.431859477237957,1,0.36842104764543,0.61093247572083,0.636174636108506,1,1,0.671280276560147,1,0.534351145123478,1,"Clay",71,1.15
"6572",0,1,0,-3.12936345,0,-99,0.643592493688431,0.37524722456246,0.79470837811418,0.244735761773641,0.63788008027389,0.387207986028301,0.789014557231277,0.245208789756591,0,0,0,0,0,0,0,0,0.656297932523342,0.365885050369289,0.826987095950515,0.233624918439194,0.695861284750563,0.340903890611898,0.888535032073512,0.2,0.557418273441657,0.513513513263696,0,0,0.555555555341564,0.5,0.57142857155102,0,"Clay",-13,1.57
"6573",-1,1,-1,-13.42915812,0,1045,0.634937827841952,0.364562363349036,0.779775907155779,0.232087867443634,0.602138053912021,0.37540084251629,0.717558548705085,0.26214222681411,0.603603604,0.273684211,0.8,0,0,0,0,0,0.636021930099819,0.356725434177982,0.78238832626326,0.212030162262404,0.605455527589475,0.390810419968426,0.737808264489821,0.274597313874216,0.556862745070234,0.523809524040816,0,0,0.532080098188002,0.75,0.546875000027832,1,"Clay",16,1.58
"6575",-1,1,0,2.51882273,0,216,0.624669817552642,0.346952256718694,0.775198325326182,0.173625256223485,0.601280610911292,0.371449117641499,0.752303286064478,0.209322364354734,0,0,0,0,0,0,0,0,0.618717785011089,0.356612860460922,0.779017710526434,0.168518013561804,0.599272722146774,0.380751554172928,0.784668773946883,0.208757070614857,0.482608695568941,0.367088607734337,0,0,0.490909090504463,0.333333333333333,0.435294117647059,1,"Clay",22,3.58
"6576",0,1,0,-5.45379877,0,-2115,0.611743536306674,0.368080779179773,0.725261889435924,0.232941369347019,0.584288455413959,0.385886199093555,0.67365101835174,0.264909764220504,0.615255858384744,0.395353302604647,0.790178571209821,0.242857143,0.642276423,0.392857143,0.9375,0.2,0.605301407645804,0.352413552492139,0.700616548386794,0.205312875421405,0.550395331752302,0.372970632636147,0.572682776861401,0.299207481764585,0.43492063510841,0.475578405984691,0.5,1,0.353932584170244,0.5,0.346020761471965,0,"Clay",-32,1.28
"6577",0,1,0,-9.85900069,0,1340,0.655001636140642,0.353324489578606,0.794585872946407,0.206826722417437,0.6439637836967,0.359226035271042,0.773131171608144,0.201647577649851,0.660377358,0.558139535,0.875,0.714285714,0,0,0,0,0.652238663635453,0.360825578294843,0.788396650449012,0.216196567424937,0.71385542147173,0.402044047982072,1,0.081081080522279,0.550241805477057,0.641255605151119,1,0,0.581176470547776,1,0.513953488388123,1,"Clay",44,1.12
"6578",0,1,0,-0.45722108,0,87,0.6494576522026,0.344669478254503,0.794957248006648,0.186123465487459,0.660586404972066,0.370253722594529,0.878441557510038,0.180775639688647,0.638888889,0.32183908,0.875,0.1875,0,0,0,0,0.640407276113299,0.35447336305782,0.803058473318609,0.211437642294313,0,0,0,0,0.538542766592485,0.6,1,0,0.538461538461538,0,0.542211652339226,0,"Clay",8,2.14
"6582",0,1,0,-5.85078714,0,-2200,0.629931918272332,0.346181580513721,0.766538530626053,0.20424524928732,0.619959045397569,0.363364445926545,0.742451974887831,0.22579417163748,0.590909091,0.23880597,0.666666667,0.076923077,0,0,0,0,0.637656609051819,0.356440495264229,0.805648258192834,0.204223595915186,0.598236225986225,0.344202324285785,0.708838572093347,0.199520125243437,0.408239700441807,0.445422535317562,0,0,0.451693852126151,0.222222222222222,0.515489467027843,0,"Clay",-71,1.44
"6583",0,1,0,1.67830253,0,-1200,0.61023705272116,0.37214530538699,0.725497284966045,0.249845590745575,0.581864444374724,0.377344636556317,0.668684983761879,0.24747148924425,0.55288899,0.380712788,0.649758454,0.180929376,0,0,0,0,0.607202722870181,0.366134736341191,0.707967597285989,0.23480511680422,0.501348504232214,0.357741875565135,0.501724803693204,0.170212765869172,0.452144138248441,0.483365949303465,0.666666667,0,0.421171171285914,0.333333333333333,0.406524466700355,1,"Clay",-16,2.22
"6586",-1,0,1,6.92676249,137,-1646,0.630206128375822,0.363169383379846,0.766420597554673,0.214338866223075,0.625351287815794,0.394806880517894,0.744073367941345,0.266034555933715,0,0,0,0,0,0,0,0,0.623157104186173,0.328692167519228,0.755070611732897,0.143913203092517,0.635379015511731,0.414527751024333,0.813636028187653,0.279157582797848,0.408519333486091,0.452930728193508,0,0,0.274542429165755,0.5,0.351851851519547,0,"Clay",-138,1.23
"6587",0,0,1,6.00684463,-916,-300,0.6194129145803,0.371365111789951,0.745395970028232,0.226958058193895,0.628470339330177,0.389737557035217,0.771666530912899,0.259213217257908,0,0,0,0,0,0,0,0,0.633041855123187,0.356904307136787,0.798028658759767,0.162934337372473,0.598977839845375,0.342117793532185,0.731584147082526,0.0899401368663822,0.47474747490616,0.468503937288897,0,0,0.4,0.5,0.653846153921598,1,"Clay",-80,2.47
"6588",-1,0,0,9.01574264,7,140,0.637417685962936,0.380308883872882,0.771727596064704,0.252571522787309,0.615970892688485,0.400056583986252,0.731266348458799,0.290613233553638,0.8,0.490196078,1,0.375,0,0,0,0,0.633380581914898,0.378714890217194,0.764251202285886,0.257888909895145,0.597657207935251,0.364168348603136,0.699893264420164,0.229395010495256,0.509363295944833,0.492537313647074,1,0,0.497914183778631,0.35,0.46721311442694,0,"Clay",2,1.74
"6589",0,0,-1,-6.85557837,50,-221,0.627728470847917,0.38714242514358,0.754315728854971,0.267521662939825,0.605180937115173,0.383547898885234,0.699772868175606,0.24836649531876,0,0,0,0,0,0,0,0,0.635354945141444,0.387192583305241,0.778938831158652,0.245075761833024,0.591913095361022,0.357718340160042,0.680961485698093,0.153110048495227,0.508547008242336,0.496062992313473,0,0,0.583333332881944,0.5,0.260869564960302,1,"Clay",-25,1.83
"6590",0,0,0,5.05407255,105,437,0.636872797845736,0.321310247046879,0.785267078302557,0.150819071193967,0.609884031413225,0.331346141598563,0.741612038470717,0.177133441385662,0,0,0,0,0,0,0,0,0.627379423041045,0.347336523970067,0.780874983737601,0.194216271785675,0.601109616794767,0.398115847623392,0.707730848898008,0.296686173569793,0.511885895437936,0.48780487794884,0,0,0.533333333333333,0.5,0.597197898762778,0,"Clay",95,1.85
"6592",1,0,0,-3.58110883,93,-1965,0.610580678442506,0.385626947527215,0.726750864101566,0.30016811048032,0.599343172850694,0.393883868508355,0.699766379156173,0.308121573271804,0,0,0,0,0,0,0,0,0.641410434763219,0.396067397776876,0.779220744779222,0.35443037981221,0.641410434763219,0.396067397776876,0.779220744779222,0.35443037981221,0.607476635570792,0.622641509457458,0,0,1,1,0.650000000195,0,"Clay",-255,1.12
"6593",0,0,0,-9.7138946,137,-1751,0.610131523198653,0.365208082346654,0.719981451813945,0.240411466228269,0.593982213810302,0.36960799540374,0.676905028461315,0.227154135138883,0,0,0,0,0,0,0,0,0.59144979770838,0.353048392681057,0.677025142555406,0.217915031247415,0.601584929364731,0.367182531481402,0.728859908452645,0.228746791396446,0.392405063056441,0.444444444166667,0,0,0.333333333333333,0.39999999976,0.224066389841291,1,"Clay",-62,2.36
"6594",1,0,0,1.8863792,-10,279,0.637080921304386,0.371392105490302,0.770175133893477,0.228291639066302,0.587813238501411,0.365890764631562,0.682463293508116,0.196757394265804,0,0,0,0,0,0,0,0,0.660427333539412,0.390611859761286,0.82408232788716,0.284985113876765,0,0,0,0,0.518189630214674,0.331491712928787,0,0,0.612903225806452,0,0.444444444444444,0,"Clay",21,1.45
"6596",1,0,-1,1.53045858999999,-62,239,0.689422711139874,0.374901269597289,0.854929456630257,0.249601584629772,0.669848624290897,0.395432901448507,0.818126464494627,0.298542647910275,0,0,0,0,0,0,0,0,0.692346294814626,0.377675131247467,0.859674250146516,0.264672916795653,0.641427564937522,0.38548529597656,0.76068495003743,0.279787904472265,0.594301509701672,0.599793174891481,0,0,0.658536585207615,0.529411764948097,0.511002444737896,0,"Clay",24,3.88
"6598",-1,0,0,10.18480493,66,-1295,0.637744715756413,0.364234633732887,0.765720539061512,0.212689118554751,0.614380991250505,0.381926523525993,0.714910666303885,0.232550850777296,0.681818181318182,0.349399399650601,0.815934066,0.18956043981044,0,0,0,0,0.642395764312473,0.354276227595858,0.778064069370344,0.196275665608264,0.634676028567925,0.35862845783124,0.757073908379138,0.200051235720012,0.435684647234724,0.440609137136451,0.5,0,0.433660299288827,0.461538461538462,0.429864253187281,0,"Clay",-51,1.32
"6599",1,0,-1,-3.87132101,25,-686,0.635710138529236,0.381452735284026,0.793491806391708,0.270453289241738,0.623576625681979,0.379894411534815,0.764827872467768,0.26968034176813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674242424431416,0.63636363653719,0,0,0,0,0,1,"Clay",-216,3.78
"6601",-1,0,-1,-0.92813142,0,213,0.688219883192757,0.407041911065604,0.905078179911897,0.299566744960909,0.665240209734472,0.456519681536238,0.804317814973857,0.421724984464975,0,0,0,0,0,0,0,0,0.667008202234891,0.314911965051241,1,0.0654205607721198,0,0,0,0,1,1,0,0,0,0,0.27272727292562,1,"Clay",50,1.42
"6602",0,0,-1,-3.09924709,0,-305,0.633580248669963,0.372503408763462,0.768471886258227,0.229593664106938,0.604401047080722,0.372104013857083,0.705684427965126,0.230267683704153,0,0,0,0,0,0,0,0,0.592951398236143,0.367066620566896,0.694597344805255,0.195841013049791,0,0,0,0,0.511627906869659,0.457831325276383,0,0,0,0,0,0,"Clay",-40,1.26
"6603",0,0,1,-2.70225872,0,474,0.662574372383791,0.358436376232274,0.828296431806126,0.212350445451889,0.630604374859081,0.356232949999939,0.776736783498368,0.178136522389473,0,0,0,0,0,0,0,0,0.667914650780747,0.347633651790179,0.84038972265488,0.183681143567372,0,0,0,0,0.492204900000786,0.285714285714286,0,0,0.444444443884774,0,0.500711237452649,1,"Clay",43,1.87
"6605",0,0,1,-1.18001369,0,91,0.642081429659457,0.321751844351284,0.793372159465872,0.151361065960059,0.661992826071578,0.355373190384059,0.827960494425619,0.204031039244815,0,0,0,0,0,0,0,0,0.652772478990539,0.313724605456404,0.813290598588762,0.12655514318247,0.623791583322694,0.419935945823742,0.74752197494433,0.262295082934695,0.477426235304492,0.512820513070348,0,0,0.588235294020761,1,0.561594202920933,1,"Clay",9,1.66
"6606",-1,0,0,-15.18412046,0,-557,0.62321174327746,0.328207202484265,0.747981502242522,0.177151276491639,0.608460608002339,0.348247762198094,0.709269009920643,0.215785792877559,0,0,0,0,0,0,0,0,0.597597015390627,0.321687969568068,0.673331532236549,0.164835517790042,0.543303075453773,0.342259807306421,0.533562231468237,0.228242075103117,0.40603248260313,0.454545454619835,0,0,0,0,0.412371133778297,0,"Clay",-79,1.24
"6607",0,0,0,4.12867899,0,655,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,"Clay",161,1.1
"6609",0,0,0,5.72758385,0,357,0.641399016656878,0.377179571081809,0.788522340179577,0.225940517280725,0.611303774649733,0.389742737864227,0.742882796624531,0.2416320301089,0,0,0,0,0,0,0,0,0.636166457201803,0.38581719100036,0.783320401917207,0.20073656390474,0.565541347332331,0.428430830906745,0.661927742297625,0.295302013657943,0.601283226491358,0.735849056095408,0,0,0.571428571734694,0,0.693430656755288,1,"Clay",91,1.45
"6614",0,0,0,4.87611226,-25,-3110,0.646054699776113,0.336105093984166,0.810011972751073,0.18264030870319,0.634167011809571,0.356395778486633,0.805955662561597,0.200909727158091,0.628416721,0.30351073,0.771794872,0.120779221,0,0,0,0,0.635317696783995,0.338872295101796,0.791448892624716,0.194612862180965,0.637754134314289,0.373190563159924,0.838874675849792,0.192307704733728,0.414482624702305,0.392561983460855,0.333333333,0,0.399999999848205,0.333333333333333,0.479561543914086,0,"Clay",-32,1.29
"6616",0,0,0,-1.81793292,52,-3185,0.649837227886658,0.322824954067321,0.818162931733602,0.168121819254141,0.642510545608979,0.325369527746998,0.812195170454835,0.157754708455438,0.674401399,0.205303218,0.9,0,0,0,0,0,0.641677036357703,0.308270072883349,0.797275752070093,0.141882152297529,0.593023255744997,0.298676723093516,0.719626158851428,0.16728624540291,0.428156280360013,0.341772151967954,0,0,0.333333333064815,0,0.424336973425318,0,"Clay",-34,1.16
"6617",0,0,0,-2.13004792,-193,277,0.632699035737189,0.394852221564262,0.789568455135636,0.291296253615803,0.616377965256623,0.400351126396553,0.756848256261779,0.31292094092942,0,0,0,0,0,0,0,0,0.643905804651729,0.415509508403375,0.813590748043097,0.314243986172968,0.657737301998002,0.409318972993834,0.820656488666276,0.291007775408417,0.507462686385386,0.483204134416869,0,0,0.574803149472379,0.545454545256198,0.593908629831225,1,"Clay",38,1.29
"6618",0,0,0,4.54483231,84,-2664,0.622900025315984,0.362723729289595,0.768388480157185,0.228256987459871,0.594359350204585,0.391358372768151,0.705491489625781,0.2899277911029,0,0,0,0,0,0,0,0,0.634070635590166,0.360294395261793,0.79062375409959,0.206321782523142,0.574750064644247,0.431562018325994,0.585948489252612,0.369334079402813,0.435540069686411,0.450000000045,0,0,0.36585365846163,0.333333333333333,0.408284023638441,0,"Clay",-41,1.27
"6619",0,0,0,-1.44284737,-168,3302,0.667016942128019,0.357273881196107,0.816486292788265,0.193524292678183,0.646092285081154,0.355603603359409,0.793994230194817,0.1963735857132,0,0,0,0,0,0,0,0,0.671792948214806,0.358142376100337,0.822925032954577,0.193765476384947,0.626108374348421,0.365079364976344,0.834862385222624,0,0.622341725860243,0.595238095258173,0,0,0.682310469558368,0,0.514705882515301,1,"Clay",52,1.39
"6620",0,0,0,8.71457906,9,-265,0.631273801167826,0.352342541350816,0.779618588487185,0.180338070304143,0.641750655940961,0.373349340800081,0.809064491617296,0.21839981342217,0,0,0,0,0,0,0,0,0.62147249200941,0.313453637411769,0.778873204752877,0.0794557152002187,0.610448513948641,0.347021576199252,0.7346200237155,0.0895426927731021,0.292604501529062,0.375000000234375,0,0,0.142857142,0,0.490909091408926,0,"Clay",-29,2.55
"6621",0,0,0,-13.46201232,79,-741,0.629639898465033,0.378219751834302,0.77123857201439,0.21236445405655,0.616808703391301,0.376068345006014,0.737371319317957,0.209372314716858,0,0,0,0,0,0,0,0,0.579289952326977,0.389907595823307,0.71083231341295,0.269975288565076,0.505154639281016,0.322520852533192,0.562500000054687,0.130434782310964,0.51250000005125,0.472527472475546,0,0,0.5,0,0.693877550822158,1,"Clay",-118,2.28
"6622",0,0,0,-10.27515401,27,-118,0.640632427476103,0.36813824242145,0.798895794904502,0.236653843366811,0.614493151049132,0.393030896576407,0.777766923968537,0.273556260170198,0.676056338,0.34375,1,0.272727273,0,0,0,0,0.619266347316377,0.367752952316394,0.751392283465306,0.220204965797223,0.579667116195073,0.376078110985972,0.672985781775432,0.236580517397942,0.495384615616738,0.581395348837209,1,0,0.425,0.5,0.346955796145495,0,"Clay",-4,2.23
"6624",0,0,0,-1.67556468,127,-324,0.595652428150123,0.369912942994541,0.689944262485754,0.222625384740427,0.614965802094641,0.39910567416238,0.709973899529708,0.303826232528351,0,0,0,0,0,0,0,0,0.559392352853845,0.338020691431349,0.622053048841274,0.185436864320278,0,0,0,0,0.41359773370768,0.553191489697148,0,0,0.333333333740741,0,0.409090908942149,0,"Clay",-45,1.2
"6627",0,0,0,2.55989049,0,476,0.603524044537127,0.373951400486666,0.700023945047977,0.226605764233152,0.598672378703866,0.381702040437968,0.671490246036938,0.238158416749832,0,0,0,0,0,0,0,0,0.565432783994899,0.382565363314227,0.632224173371055,0.27946461199867,0,0,0,0,0.523465703747475,0.478260869383743,0,0,0.333333333333333,0,1,1,"Clay",91,1.34
"6628",0,0,0,-7.50171116,0,-454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Clay",-135,1.25
"6629",0,0,0,-2.08898015,0,737,0.702323222257192,0.348683769887873,0.965460923414617,0.18662195051561,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.30769230747929,1,"Clay",176,1.41
"6633",0,0,0,6.37645449,0,-235,0.647310971271512,0.352166352615976,0.795411719856287,0.189429896467334,0.642019946482166,0.359352031900261,0.791217014706525,0.205335376889138,0,0,0,0,0,0,0,0,0.655765243082669,0.339473193056846,0.812497991354684,0.152513930953775,0.655261415990448,0.310750633778306,0.763390237190161,0.14423609767422,0.481645894207597,0.476635513947419,0,0,0.387096774111491,0.4,0.400801603446573,1,"Clay",-30,2.98
"6634",1,0,0,-13.15537303,0,-474,0.570424185692973,0.344344261606905,0.690546398365193,0.132806669892513,0.587508851152048,0.360110896932507,0.76099528009572,0.134365599861014,0,0,0,0,0,0,0,0,0.568458334250467,0.325032916303053,0.590426280480819,0.126395272373111,0,0,0,0,0,0,0,0,0,0,0,0,"Clay",-235,1.19
"6637",0,0,1,-7.24435319,0,117,0.639399324069128,0.362116982264852,0.789173818141609,0.202496018589898,0.63388007140841,0.387990249072672,0.788984074316758,0.238787954834628,0.577011291422989,0.231547017,0.679166666320833,0.0333333339666667,0,0,0,0,0.645862745975075,0.357476034232869,0.822738838034314,0.168985551185213,0.624959190588451,0.408458935328879,0.796350236526959,0.267233395723954,0.560235588155574,0.591029023722531,0,0,0.644444444531358,0.608695652241966,0.531665779965145,1,"Clay",11,1.49
"6638",0,0,0,-6.22861054,0,-321,0.59283338347367,0.374361594948028,0.705351099442046,0.254734464794124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Clay",-115,1.4
"6639",0,0,-1,-8.17522245,-13,540,0.656048459190126,0.362773195604621,0.817591410961345,0.24484495252896,0.63897932789279,0.405310401897025,0.769889766974927,0.319981548299488,0.639398244,0.42903965957096,0.803921569,0.333333333666667,0.609375,0.592592593,0.666666667,0.666666667,0.663270674011296,0.357280931201005,0.841957278664181,0.223674819232319,0.592178749155909,0.400472671758428,0.688113413698736,0.307709929473169,0.498766714379579,0.541103017933783,0.5,1,0.490352349318137,0.5,0.494830827195562,1,"Clay",7,1.35
"6640",0,0,0,9.27583847,-42,-735,0.618789590693406,0.390190739632188,0.737693197158637,0.275725909498353,0.599896418334321,0.397502484098746,0.697127783757355,0.297737849572087,0.646551724,0.51,0.875,0.625,0,0,0,0,0.627326567602386,0.37996313647806,0.762296157065087,0.247069684820014,0.613798443389675,0.39391082520582,0.738664042412444,0.259560276217285,0.513646922138765,0.511213720402221,1,0,0.490483162518302,0.509090909322975,0.437121721757428,0,"Clay",-10,1.62
"6641",0,0,1,3.02532512,-195,650,0.678374127404,0.326400313258299,0.858419706830688,0.166543586933571,0.655546539256298,0.357591323677981,0.825471689162568,0.218170979301661,0.722222222,0.47826087,1,0.375,0,0,0,0,0.675947211656492,0.319516430618548,0.864044616710011,0.157196964081229,0.713322091605439,0.334470989996535,1,0.150943396098256,0.513677811816491,0.5,1,0,0.447721179377039,0,0.492899914374963,1,"Clay",38,2.09
"6642",0,0,0,5.88911704,-1,-1335,0.618558127955017,0.357247238387837,0.737900817033105,0.19755156049548,0.605079213699883,0.373442599769914,0.701879519092382,0.233804785073481,0.638095238,0.418604651,0.8125,0.294117647,0.638095238,0.418604651,0.8125,0.294117647,0.621986318413232,0.36020479545052,0.750537864584739,0.19964867056339,0.623102692359246,0.390104458790938,0.741733045244099,0.253470021265387,0.458958041276459,0.475704858762629,1,1,0.50535987768973,0.634615384539941,0.493583415372273,0,"Clay",-65,1.77
"6648",1,0,1,-12.95824778,70,-1134,0.593768551095675,0.387642743844222,0.695124256764412,0.283752991313017,0.587431269862328,0.393189454972758,0.674880724659927,0.287769529636281,0,0,0,0,0,0,0,0,0.636703877525227,0.305020252056075,0.952380952380952,0.0967395396408758,0.620770128454272,0.326350606661329,1,0.119565217309428,0.356363636258671,0.342857142592653,0,0,0,0,0,0,"Clay",-395,1.17
"6649",0,0,0,0.473648180000001,89,72,0.622111380684842,0.381423351219013,0.763511545163651,0.243334877460312,0.609070079480901,0.381795134669479,0.723237738049537,0.247115923681858,0,0,0,0,0,0,0,0,0.487804877620464,0.307342430133816,0.382352941176471,0,0,0,0,0,0.42787286042587,0.357142857326531,0,0,0,0,0.39999999976,1,"Clay",20,2.29
"6650",1,0,-1,-5.0513347,70,-1107,0.601097982646284,0.354998462240514,0.74682940075326,0.113430460606348,0.591817761282165,0.391668714325393,0.711730371448223,0.143037717595336,0,0,0,0,0,0,0,0,0.612903206035381,0.427480907250452,0.818181833057852,0.166666655416667,0.612903206035381,0.427480907250452,0.818181833057852,0.166666655416667,0,0,0,0,0,0,0,0,"Clay",-144,1.54
"6653",0,0,0,8.0219028,0,-386,0.641651345718732,0.361591883586283,0.822413938640217,0.205892519786508,0.652937759379593,0.393953423347869,0.886518383750688,0.279539546305394,0,0,0,0,0,0,0,0,0.644350391775529,0.368084155717154,0.811399320089378,0.221381514678586,0,0,0,0,0.577981651550375,0.666666666666667,0,0,0.52,0,0.578313252789955,1,"Clay",-192,1.58
"6654",-1,0,0,6.84462697,0,202,0.630085852457411,0.357284136384172,0.775658365767891,0.200643807693479,0.607406874951291,0.365617029080811,0.725415904009324,0.19936133571825,0,0,0,0,0,0,0,0,0.665580433965763,0.374053455579241,0.84740703529189,0.215079837841991,0.609884354563519,0.404907970491927,0.762711864446998,0.232258072669636,0.547283702737198,0.425531914649163,0,0,0.714285714285714,0,0.46428571403699,0,"Clay",39,1.48
"6656",-1,0,-1,8.52566735,0,592,0.683476215599633,0.38742060992072,0.892985212568106,0.249793602615787,0.689271168632821,0.392105704492105,0.89732257533058,0.261263569611617,0,0,0,0,0,0,0,0,0.710493665276504,0.44744166277039,0.897959183785923,0.393939385858586,0.701244806622338,0.451156840064276,0.90000000009,0.399999975999999,1,1,0,0,1,1,1,0,"Clay",352,3.9
"6658",0,0,0,0.0136892599999996,0,-461,0.615797636077423,0.331475418675235,0.757247029512119,0.170366827201761,0.60180280425036,0.394159561772201,0.793017958883776,0.275072021069058,0,0,0,0,0,0,0,0,0.585708924596691,0.331065903056778,0.726265116845798,0.130844373860263,0.475223395543319,0.354870775256611,0.588235294359862,0.2,0.377682403465895,0.555555555555555,0,0,0,0,0.345454545360331,0,"Clay",-40,1.15
"6659",-1,0,0,-4.30390144,0,-653,0.620651358503942,0.363332934867062,0.76009199735318,0.211220540933275,0.621149548146767,0.366241858342792,0.752685654699094,0.234977388935111,0,0,0,0,0,0,0,0,0.623639068338197,0.368943150004779,0.783955730348057,0.223034347731543,0,0,0,0,0.40614334446039,0.416666666666667,0,0,0.387096773943809,0,0.52500000021,1,"Clay",-97,3.08
"6661",1,0,0,1.25941137,0,-746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Clay",-201,5.99
"6662",0,0,0,-6.57905544,0,-515,0.554223015317704,0.336640884527579,0.672111630950773,0.126283306493433,0.569753222468506,0.351618029787514,0.687942630543361,0.13355747268938,0,0,0,0,0,0,0,0,0.548387097167534,0.318181818181818,0.681818182577479,0.118644067748348,0,0,0,0,0,0,0,0,0,0,0,0,"Clay",-140,1.27
"6664",0,0,0,4.60232717,21,-1798,0.634046524387917,0.362308809659786,0.777816289708741,0.210975670394566,0.622143463307717,0.375331810711115,0.747277079245743,0.225695993487043,0.614285714,0.292307692,0.75,0.083333333,0,0,0,0,0.633257022238033,0.361099956545842,0.786654107432009,0.203478731301093,0.688944476266838,0.355381373406641,0.833080424638471,0.20425531901349,0.431048719935221,0.409499358516389,0,0,0.424000000395136,0.5,0.429067747223427,0,"Clay",-54,1.59
"6665",0,0,0,-12.19164956,-115,1453,0.634239483265535,0.376092073771464,0.775746649201147,0.229515010705696,0.617552443854791,0.39095277971135,0.741352979946282,0.260828087704723,0.639937107,0.440328603559671,0.850694444149306,0.347222222,0.639937107,0.440328603559671,0.850694444149306,0.347222222,0.642797730346853,0.366507542613437,0.799063959954228,0.207754264880598,0.634712738578881,0.3678391623357,0.773484443617403,0.181102724575376,0.548223350534822,0.5428571432,1,1,0.522292993588219,0.60000000024,0.627625716015206,1,"Clay",24,1.3
"6667",0,0,-1,-4.62149213,-11,1681,0.632315652159752,0.374212142739455,0.766974916061262,0.227746826243033,0.601472127504186,0.389960567841623,0.709768455706,0.260358809226277,0,0,0,0,0,0,0,0,0.656891284751758,0.363153143123305,0.825653258539287,0.197973817841332,0.577615125139398,0.390612808748602,0.679608568599337,0.267582684209642,0.57735849089686,0.55882352975692,0,0,0.593984962605461,0.5,0.597938144462536,1,"Clay",45,1.57
"6669",0,0,-1,-11.54551677,101,-826,0.620543953720695,0.364113738245736,0.76161833791,0.201321377486631,0.59499446956178,0.36047866748325,0.708000735408662,0.197470612339597,0,0,0,0,0,0,0,0,0.618115683613681,0.382090411210552,0.782463792558947,0.235040888510464,0.571109456601745,0.399110734325622,0.74311926628836,0.210526315373961,0.442013129127025,0.397590361469734,0,0,0.571428571428571,0,0.658823529349758,1,"Clay",-148,3.61
"6670",0,0,0,10.38466804,-85,1077,0.674504953512801,0.300435577674466,0.821051225819587,0.0908484201560732,0.654859309366945,0.287691346496657,0.800790414992312,0.0704778840860964,0,0,0,0,0,0,0,0,0.684172296009244,0.302151093183055,0.844178095733847,0.0911357082011915,0.737248849420648,0.334507059960722,0.90277777507716,0.169491483194482,0.574218749596395,0.466666666417778,0,0,0.639344261961301,1,0.482840236662296,0,"Clay",46,1.35
